spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
buildings,broader landscape,exploration,positive,201312_113.9001954_22.673202699999997.png
road,connection to other areas,movement,positive,201312_113.9001954_22.673202699999997.png
space,room for movement,exploration,positive,201312_113.9001954_22.673202699999997.png
greenery,limited exploration,hesitation to explore,negative,201312_113.9001954_22.673202699999997.png
highway,sense of openness,exploring outwards,positive,201312_113.89200644069061_22.81193671333176.png
greenery,sense of openness,exploring outwards,positive,201312_113.89200644069061_22.81193671333176.png
sky,sense of openness,exploring outwards,positive,201312_113.89200644069061_22.81193671333176.png
horizon,potential for exploration,exploring in many directions,positive,201312_113.89200644069061_22.81193671333176.png
roads,structured environment,limited exploration,negative,201312_113.9104919_22.707616799999997.png
walkway,functional space,transit movement,neutral,201312_113.9104919_22.707616799999997.png
overpass,potential for views,broader exploration,positive,201312_113.9104919_22.707616799999997.png
hills,distant perspective,inspired movement,positive,201312_113.9104919_22.707616799999997.png
highway,sense of open space,exploration,positive,201312_113.9201526_22.757344299999996.png
greenery,implied larger area,movement,positive,201312_113.9201526_22.757344299999996.png
buildings,few immediate boundaries,exploration,neutral,201312_113.9201526_22.757344299999996.png
road,sense of openness,exploration,positive,201312_113.92843742482079_22.742538568001862.png
greenery,sense of potential,engagement with nature,positive,201312_113.92843742482079_22.742538568001862.png
skyline,implied possibilities,curiosity,positive,201312_113.92843742482079_22.742538568001862.png
tree,sense of connectivity,exploration,positive,201312_113.89281280000002_22.556411099999995.png
buildings,constrained view,limited exploration,negative,201312_113.89281280000002_22.556411099999995.png
pathway,moderate movement,walking along the street,neutral,201312_113.89281280000002_22.556411099999995.png
railings,sense of restriction,hesitation to explore,negative,201312_113.89281280000002_22.556411099999995.png
fields,defined space,limited exploration,negative,201312_113.9319524_22.7820153.png
road,pathway for movement,encouraged travel,positive,201312_113.9319524_22.7820153.png
buildings,urban presence,exploration of city,neutral,201312_113.9319524_22.7820153.png
mountains,distant allure,inspired adventure,positive,201312_113.9319524_22.7820153.png
intersection,limited exploration,restricted movement,negative,201312_113.9332992_22.683222899999997.png
roads,constrained freedom,hesitation to explore,negative,201312_113.9332992_22.683222899999997.png
buildings,bounded space,lack of wandering,negative,201312_113.9332992_22.683222899999997.png
barriers,sense of confinement,avoidance of exploration,negative,201312_113.9332992_22.683222899999997.png
green,minimal enhancement,slight curiosity,neutral,201312_113.9332992_22.683222899999997.png
road,sense of openness,movement and exploration,positive,201312_113.92896073426577_22.788379996341252.png
sidewalks,feeling of space,walking freely,positive,201312_113.92896073426577_22.788379996341252.png
street,not overly constrained,navigating comfortably,positive,201312_113.92896073426577_22.788379996341252.png
road,limited exploration,restricted movement,negative,201312_113.93568964381272_22.79704532316997.png
fences,constrained feeling,avoidance of discovery,negative,201312_113.93568964381272_22.79704532316997.png
buildings,defined area,limited engagement,negative,201312_113.93568964381272_22.79704532316997.png
construction,sense of confinement,hesitation to explore,negative,201312_113.93568964381272_22.79704532316997.png
street,sense of exploration,exploring the urban fabric,positive,201312_113.93225513663295_22.67354575658441.png
buildings,feeling of confinement,limited exploration,negative,201312_113.93225513663295_22.67354575658441.png
traffic,sense of busyness,hesitation to explore,negative,201312_113.93225513663295_22.67354575658441.png
lanes,opportunity for movement,navigating the area,positive,201312_113.93225513663295_22.67354575658441.png
road,sense of open space,movement in distance,positive,201312_113.93280873958427_22.797684582528913.png
buildings,limited feeling of exploration,restricted movement,negative,201312_113.93280873958427_22.797684582528913.png
construction,lack of freedom,limited diverse directions,negative,201312_113.93280873958427_22.797684582528913.png
environment,restricted potential for experiences,diminished exploration,negative,201312_113.93280873958427_22.797684582528913.png
road,sense of expansiveness,potential exploration,positive,201312_113.93289859477152_22.800449818195553.png
areas,feeling of potential,encouragement to explore,positive,201312_113.93289859477152_22.800449818195553.png
construction,implied large area,interest in development,positive,201312_113.93289859477152_22.800449818195553.png
road,sense of openness,movement and exploration,positive,201312_113.940145_22.6708651.png
sidewalks,sense of safety,traversal,positive,201312_113.940145_22.6708651.png
greenery,aesthetic pleasure,engagement with nature,positive,201312_113.940145_22.6708651.png
buildings,urban connectivity,exploration of space,positive,201312_113.940145_22.6708651.png
road,sense of potential exploration,encourages wandering,positive,201312_113.9400991_22.675618299999996.png
trees,sense of natural space,invites exploration,positive,201312_113.9400991_22.675618299999996.png
pathway,impression of limitation,restricts extensive exploration,negative,201312_113.9400991_22.675618299999996.png
road,sense of openness,exploration,positive,201312_113.9447581_22.788198900000005.png
hills,feeling of vastness,viewing beyond surroundings,positive,201312_113.9447581_22.788198900000005.png
sky,sense of possibility,exploration,positive,201312_113.9447581_22.788198900000005.png
road,sense of potential movement,exploration,positive,201312_113.94724641296688_22.762202944327534.png
construction,limited exploration,restricted movement,negative,201312_113.94724641296688_22.762202944327534.png
infrastructure,defined boundaries,constrained movement,negative,201312_113.94724641296688_22.762202944327534.png
street,sense of openness,exploration,positive,201312_113.9421799_22.6686978.png
buildings,feeling of confinement,hesitation to explore,negative,201312_113.9421799_22.6686978.png
sky,freedom of movement,encouragement to wander,positive,201312_113.9421799_22.6686978.png
fences,sense of restriction,avoidance of certain areas,negative,201312_113.9421799_22.6686978.png
gates,barrier to access,limited exploration,negative,201312_113.9421799_22.6686978.png
infrastructure,urban complexity,navigational caution,neutral,201312_113.9421799_22.6686978.png
intersection,considerable openness,exploration,positive,201312_113.94683940000002_22.745170999999996.png
roads,potential for movement,discovery,positive,201312_113.94683940000002_22.745170999999996.png
buildings,non-restrictive feeling,comfort,positive,201312_113.94683940000002_22.745170999999996.png
greenery,interconnected area,exploration,positive,201312_113.94683940000002_22.745170999999996.png
road,feeling of openness,exploration,positive,201312_113.94687218395403_22.792900726064204.png
buildings,sense of enclosure,movement within limits,negative,201312_113.94687218395403_22.792900726064204.png
sky,sense of freedom,travel,positive,201312_113.94687218395403_22.792900726064204.png
horizon,possibility of travel,exploration in various directions,positive,201312_113.94687218395403_22.792900726064204.png
roads,sense of openness,exploration,positive,201312_113.94748592446027_22.77183085041752.png
sky,feeling of vastness,movement,positive,201312_113.94748592446027_22.77183085041752.png
buildings,curiosity,investigation,positive,201312_113.94748592446027_22.77183085041752.png
mountains,awe,exploration,positive,201312_113.94748592446027_22.77183085041752.png
vegetation,comfort,relaxation,positive,201312_113.94748592446027_22.77183085041752.png
fencing,restriction,hesitation,negative,201312_113.94748592446027_22.77183085041752.png
highway,sense of breadth and possibility,exploration,positive,201312_113.95310359293084_22.71916721241418.png
hills,sense of openness,exploration,positive,201312_113.95310359293084_22.71916721241418.png
greenery,sense of tranquility,relaxation,positive,201312_113.95310359293084_22.71916721241418.png
landscape,sense of connection to nature,outdoor activities,positive,201312_113.95310359293084_22.71916721241418.png
buildings,limited exploration,avoidance of movement,negative,201312_113.9522727_22.793913.png
fences,restricted access,hesitation to explore,negative,201312_113.9522727_22.793913.png
road,functional space,utilitarian navigation,neutral,201312_113.9522727_22.793913.png
highway,sense of direction,guided movement,neutral,201312_113.95561950000001_22.7145902.png
landscape,sense of openness,exploration,positive,201312_113.95561950000001_22.7145902.png
road,limited freedom,restricted exploration,negative,201312_113.95561950000001_22.7145902.png
