spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
buildings,mundane experience,passive observation,negative,201312_113.8966185193665_22.67673893440902.png
trees,minimal curiosity,limited exploration,negative,201312_113.8966185193665_22.67673893440902.png
trees,reduced fascination,shortened attention span,negative,201312_113.9001954_22.673202699999997.png
palm trees,diminished allure,less engagement,negative,201312_113.9001954_22.673202699999997.png
traffic,functional impression,increased boredom,negative,201312_113.9001954_22.673202699999997.png
gas station,less captivating,avoidance of prolonged stay,negative,201312_113.9001954_22.673202699999997.png
pallets,moderate potential for boredom,disinterest,negative,201312_113.9001954_22.673202699999997.png
highway,lack of fascination,difficult to overcome boredom,negative,201312_113.89200644069061_22.81193671333176.png
greenery,uniformity,lack of engagement,negative,201312_113.89200644069061_22.81193671333176.png
vehicles,standardization,no attraction,negative,201312_113.89200644069061_22.81193671333176.png
infrastructure,monotony,disinterest,negative,201312_113.89200644069061_22.81193671333176.png
overpass,moderate fascination,engagement with surroundings,positive,201312_113.9104919_22.707616799999997.png
traffic,dynamic environment,curiosity about movement,positive,201312_113.9104919_22.707616799999997.png
greenery,visual interest,appreciation of nature,positive,201312_113.9104919_22.707616799999997.png
canopy,aesthetic appeal,desire to explore,positive,201312_113.9104919_22.707616799999997.png
trees,calming effect,seeking relaxation,positive,201312_113.9104919_22.707616799999997.png
highway,low fascination,lack of attention,negative,201312_113.9201526_22.757344299999996.png
traffic,low engagement,disinterest,negative,201312_113.9201526_22.757344299999996.png
green,minimal attraction,no exploration,negative,201312_113.9201526_22.757344299999996.png
power,repetitive monotony,avoidance,negative,201312_113.9201526_22.757344299999996.png
greenery,some visual interest,draw attention,positive,201312_113.92843742482079_22.742538568001862.png
infrastructure,limited engagement,lack of focus,negative,201312_113.92843742482079_22.742538568001862.png
traffic,not exceptionally engaging,reduced exploration,negative,201312_113.92843742482079_22.742538568001862.png
trees,sense of natural beauty,draw attention,positive,201312_113.89281280000002_22.556411099999995.png
bridge,engagement with surroundings,encourage walking,positive,201312_113.89281280000002_22.556411099999995.png
light,aesthetic pleasure,enhance exploration,positive,201312_113.89281280000002_22.556411099999995.png
signage,sense of direction,facilitate navigation,positive,201312_113.89281280000002_22.556411099999995.png
cyclist,dynamic activity,promote movement,positive,201312_113.89281280000002_22.556411099999995.png
pedestrians,community interaction,encourage socialization,positive,201312_113.89281280000002_22.556411099999995.png
fields,monotonous experience,reduced engagement,negative,201312_113.9319524_22.7820153.png
sky,visual interest,increased observation,positive,201312_113.9319524_22.7820153.png
roads,diminished natural fascination,less exploration,negative,201312_113.9319524_22.7820153.png
vehicles,less immersive experience,decreased relaxation,negative,201312_113.9319524_22.7820153.png
silhouettes,hint of urbanity,curiosity about surroundings,neutral,201312_113.9319524_22.7820153.png
buildings,moderate fascination,hold attention,positive,201312_113.9332992_22.683222899999997.png
traffic,dynamic visual experience,prevent boredom,neutral,201312_113.9332992_22.683222899999997.png
greenery,limited engagement,not inspiring strong fascination,negative,201312_113.9332992_22.683222899999997.png
buildings,visual interest,engagement with surroundings,positive,201312_113.92896073426577_22.788379996341252.png
greenery,mental refreshment,exploration of nature,positive,201312_113.92896073426577_22.788379996341252.png
shrubs,preventing boredom,continued observation,positive,201312_113.92896073426577_22.788379996341252.png
environment,lack of captivation,disengagement,negative,201312_113.92896073426577_22.788379996341252.png
construction,difficult to find interest,feel bored,negative,201312_113.93568964381272_22.79704532316997.png
debris,monotonous scene,lack of engagement,negative,201312_113.93568964381272_22.79704532316997.png
buildings,utilitarian feeling,hard to be captivated,negative,201312_113.93568964381272_22.79704532316997.png
facades,visual interest,engagement with surroundings,positive,201312_113.93225513663295_22.67354575658441.png
street,busy atmosphere,transit through space,negative,201312_113.93225513663295_22.67354575658441.png
elements,moderate fascination,exploration of space,neutral,201312_113.93225513663295_22.67354575658441.png
truck,dynamic presence,attention capture,positive,201312_113.93225513663295_22.67354575658441.png
buildings,lack of engagement,difficulty in focusing,negative,201312_113.93280873958427_22.797684582528913.png
greenery,boredom,disinterest in surroundings,negative,201312_113.93280873958427_22.797684582528913.png
infrastructure,deserted atmosphere,withdrawal from interaction,negative,201312_113.93280873958427_22.797684582528913.png
debris,lack of captivating elements,inability to find interest,negative,201312_113.93280873958427_22.797684582528913.png
concrete,feeling of sameness,difficulty in engagement,negative,201312_113.93289859477152_22.800449818195553.png
buildings,lack of interest,low fascination,negative,201312_113.93289859477152_22.800449818195553.png
vegetation,sparse environment,reduced attention,negative,201312_113.93289859477152_22.800449818195553.png
trees,sense of order,engagement with environment,positive,201312_113.940145_22.6708651.png
walkways,visual interest,exploration,positive,201312_113.940145_22.6708651.png
buildings,layer of complexity,attraction to surroundings,positive,201312_113.940145_22.6708651.png
overpass,moderate fascination,curiosity,positive,201312_113.940145_22.6708651.png
road,degree of visual interest,exploration,positive,201312_113.9400991_22.675618299999996.png
debris,detracted experience,avoidance,negative,201312_113.9400991_22.675618299999996.png
structures,moderately fascinating,engagement,neutral,201312_113.9400991_22.675618299999996.png
trees,enhanced tranquility,relaxation,positive,201312_113.9400991_22.675618299999996.png
vegetation,sense of nature,appreciation,positive,201312_113.9400991_22.675618299999996.png
mountains,visual interest,short attention span,positive,201312_113.9447581_22.788198900000005.png
road,limited engagement,avoidance of space,negative,201312_113.9447581_22.788198900000005.png
vehicles,distraction,lack of focus,negative,201312_113.9447581_22.788198900000005.png
infrastructure,monotony,disinterest,negative,201312_113.9447581_22.788198900000005.png
greenery,some appeal,temporary engagement,neutral,201312_113.9447581_22.788198900000005.png
trucks,lack of wonder,boredom,negative,201312_113.94724641296688_22.762202944327534.png
trees,minimal engagement,disinterest,negative,201312_113.94724641296688_22.762202944327534.png
construction,distracted focus,avoidance,negative,201312_113.94724641296688_22.762202944327534.png
signs,visual clutter,distraction,negative,201312_113.94724641296688_22.762202944327534.png
buildings,busy functional area,lack of engagement,negative,201312_113.9421799_22.6686978.png
trees,little fascination,boredom,negative,201312_113.9421799_22.6686978.png
roads,detracted interest,distraction,negative,201312_113.9421799_22.6686978.png
wires,overwhelmed by industrial elements,avoidance,negative,201312_113.9421799_22.6686978.png
trees,lack of engagement,avoid exploration,negative,201312_113.94683940000002_22.745170999999996.png
buildings,functional impression,minimal interaction,negative,201312_113.94683940000002_22.745170999999996.png
road,boredom,stay away,negative,201312_113.94683940000002_22.745170999999996.png
construction,incomplete landscape,disinterest,negative,201312_113.94683940000002_22.745170999999996.png
traffic,lack of activity,no engagement,negative,201312_113.94683940000002_22.745170999999996.png
pedestrians,sparse presence,avoid social interaction,negative,201312_113.94683940000002_22.745170999999996.png
trees,lack of engagement,disinterest in surroundings,negative,201312_113.94687218395403_22.792900726064204.png
buildings,monotony,avoidance of exploration,negative,201312_113.94687218395403_22.792900726064204.png
asphalt,visual dullness,reduced interaction,negative,201312_113.94687218395403_22.792900726064204.png
greenery,some visual interest,engagement,positive,201312_113.94748592446027_22.77183085041752.png
scene,lacks rich details,boredom,negative,201312_113.94748592446027_22.77183085041752.png
construction,detracts from fascination,distraction,negative,201312_113.94748592446027_22.77183085041752.png
debris,reduces appeal,avoidance,negative,201312_113.94748592446027_22.77183085041752.png
trees,visual interest,engagement with nature,positive,201312_113.95310359293084_22.71916721241418.png
road,limited fascination,avoidance of space,negative,201312_113.95310359293084_22.71916721241418.png
hills,visual interest,exploration,positive,201312_113.95310359293084_22.71916721241418.png
vehicles,distraction,increased caution,negative,201312_113.95310359293084_22.71916721241418.png
sky,aesthetic appreciation,relaxation,positive,201312_113.95310359293084_22.71916721241418.png
trees,visual appeal,increased engagement,positive,201312_113.9522727_22.793913.png
buildings,limited fascination,reduced exploration,negative,201312_113.9522727_22.793913.png
roads,functional nature,practical navigation,neutral,201312_113.9522727_22.793913.png
sky,visual interest,increased relaxation,positive,201312_113.9522727_22.793913.png
construction,distraction,avoidance behavior,negative,201312_113.9522727_22.793913.png
