keyword,type,count
interspersed greenery,descriptor,1
intricate design,descriptor,1
intriguing pathways,descriptor,1
intrinsic,descriptor,1
intrusive elements,descriptor,1
intuitive organization,descriptor,1
intuitive sense of order,descriptor,1
intuitive understanding,descriptor,1
invitation to explore,descriptor,1
invites,descriptor,1
lack of dynamic activity,descriptor,1
lack of dynamic features,descriptor,1
lack of escape,descriptor,1
lacks qualities,descriptor,1
lacks,descriptor,1
lacks diverse visual stimuli,descriptor,1
lacks dramatic elements,descriptor,1
lacks engaging elements,descriptor,1
lacks focal points,descriptor,1
lacks immediate distractions,descriptor,1
lacks immediate urban stressors,descriptor,1
lacks intricate details,descriptor,1
lacks natural order,descriptor,1
lacks novelty,descriptor,1
lacks profound sense of place,descriptor,1
lacks sense of escape,descriptor,1
lack of expansive,descriptor,1
lacks unique elements,descriptor,1
laid out logically,descriptor,1
lamp post,object,1
landscape design,object,1
landscape elements,object,1
landscape features,descriptor,1
landscaped area,object,1
landscaped edges,object,1
landscaped environment,descriptor,1
landscaped environment,object,1
landscaped verges,object,1
lacking visual interest,descriptor,1
lacking variety,descriptor,1
lacking unique details,descriptor,1
lacking striking features,descriptor,1
lack of immediate boundaries,descriptor,1
lack of immediate signs of work,descriptor,1
lack of immediate urban distractions,descriptor,1
lack of intentional design,descriptor,1
lack of limits,descriptor,1
lack of natural complexity,descriptor,1
lack of open areas,descriptor,1
lack of open vistas,descriptor,1
lack of prominent activity,descriptor,1
lack of spontaneous discovery,descriptor,1
lack of stimulation,descriptor,1
lack of strong natural features,descriptor,1
lack of unique natural features,descriptor,1
lack of urban hustle,descriptor,1
lack of varied natural elements,descriptor,1
lack of vastness,descriptor,1
lack of visible crowds,descriptor,1
lack of wildness,descriptor,1
lacking aesthetic appeal,descriptor,1
lacking complexity,descriptor,1
lacking distinct elements,descriptor,1
lacking diverse,descriptor,1
lacking diversity,descriptor,1
intentional arrangement,descriptor,1
intensity of fascination,descriptor,1
intensity,descriptor,1
human intervention,descriptor,1
highly stimulating,descriptor,1
highly varied,descriptor,1
hilly area,descriptor,1
hints at activity,descriptor,1
historically rich,descriptor,1
holding attention,descriptor,1
horizon,descriptor,1
horizon line,object,1
horizons,object,1
human construction,object,1
human infrastructure,descriptor,1
human structures,object,1
immediate restrictive boundaries,descriptor,1
hustle,descriptor,1
hustle of daily life,descriptor,1
images,object,1
immediate built environment,descriptor,1
immediate comprehensibility,descriptor,1
immediate daily demands,descriptor,1
immediate distractions,descriptor,1
immediate fascination,descriptor,1
immediate frame,descriptor,1
immediate free movement,descriptor,1
immediate hustle,descriptor,1
highly restorative,descriptor,1
highly ordered,descriptor,1
highly interesting,descriptor,1
highly distinctive,descriptor,1
ground surface,object,1
guidance,descriptor,1
guided,descriptor,1
guides,descriptor,1
haphazard arrangement,descriptor,1
hard to be engaged,descriptor,1
hard to engage,descriptor,1
harmonious order,descriptor,1
harmonious whole,descriptor,1
heavy,descriptor,1
heavy traffic,descriptor,1
hidden details,descriptor,1
high degree of perceived order,descriptor,1
high degree of scope,descriptor,1
high degree of visual complexity,descriptor,1
high level,descriptor,1
high level of fascination,descriptor,1
high scope scores,descriptor,1
high score,descriptor,1
high score for coherence,descriptor,1
higher likelihood of boredom,descriptor,1
higher scope score,descriptor,1
highly coherent,descriptor,1
immediate outdoor elements,descriptor,1
immediate stressors,descriptor,1
intensely fascinating,descriptor,1
institutional space,object,1
industrial zone,object,1
industrial-like,descriptor,1
infinite exploration,descriptor,1
infinite possibilities,descriptor,1
infrastructure elements,object,1
inherent organization,descriptor,1
inherent wonder,descriptor,1
institutional area,object,1
institutional building facades,object,1
institutional context,descriptor,1
institutional functionality,descriptor,1
institutional structures,object,1
immediate urban context,descriptor,1
institutional use,descriptor,1
insulating,descriptor,1
integrated structure,descriptor,1
integrated urban space,descriptor,1
integrated whole,descriptor,1
integrates,descriptor,1
intended design,descriptor,1
intended order,descriptor,1
intended to be organized,descriptor,1
intensely capture attention,descriptor,1
intensely engaging,descriptor,1
industrial vehicles,object,1
industrial surroundings,object,1
industrial structures,object,1
industrial materials,object,1
immediate urban environment,descriptor,1
immediate urban hustle,descriptor,1
immediate vicinity,descriptor,1
immediate visual frame,descriptor,1
immediately clear,descriptor,1
immersive experience,descriptor,1
immersive retreat,descriptor,1
implicit,descriptor,1
implied context,descriptor,1
imply,descriptor,1
impose,descriptor,1
impression of space,descriptor,1
inaccessible,descriptor,1
incomplete,descriptor,1
inconsistencies,descriptor,1
inconsistency,descriptor,1
inconvenience,descriptor,1
indications of space,descriptor,1
indistinct,descriptor,1
indoor environment,descriptor,1
indoor environments,descriptor,1
industrial architecture,object,1
industrial elements,descriptor,1
landscaped zones,object,1
large boulder,object,1
moderate feeling of being away,descriptor,1
managed urban space,descriptor,1
makes sense,descriptor,1
man-made attractions,object,1
man-made elements,object,1
man-made materials,descriptor,1
manageability,descriptor,1
managed facility,object,1
managed greenery,object,1
managed landscape,descriptor,1
managed nature,descriptor,1
managed setting,descriptor,1
managed space,object,1
manicured boundaries,object,1
main road,object,1
manicured green areas,object,1
manicured landscaping,object,1
manicured nature,object,1
manicured setting,descriptor,1
manicured trees,object,1
many,descriptor,1
many cues,descriptor,1
many things to notice,descriptor,1
marked roadways,object,1
marked spaces,object,1
markings,descriptor,1
main street,object,1
machinery,object,1
large enough,descriptor,1
low 'being away' score,descriptor,1
logically integrated,descriptor,1
logically laid out,descriptor,1
logically structured,descriptor,1
lone,descriptor,1
long line,descriptor,1
long perspective,descriptor,1
long straight road,object,1
long stretch,descriptor,1
long stretches,descriptor,1
long tree-lined road,object,1
long view,descriptor,1
low activity level,descriptor,1
lush green trees,object,1
low capacity for holding interest,descriptor,1
low coherence,descriptor,1
low complexity,descriptor,1
low degree of being away,descriptor,1
low degree of coherence,descriptor,1
low human presence,descriptor,1
low level,descriptor,1
low vehicle presence,descriptor,1
low-rise buildings,object,1
lower side,descriptor,1
lush grass,object,1
materials associated with building,object,1
meandering,descriptor,1
median,object,1
minor fragmentation,descriptor,1
mild sense of respite,descriptor,1
milder,descriptor,1
minimal engaging elements,descriptor,1
minimal escape,descriptor,1
minimal opportunities,descriptor,1
minimal signs of human activity,descriptor,1
minimal traffic,object,1
minimal visible distractions,descriptor,1
minor breaks,descriptor,1
minor distractions,descriptor,1
minor element,descriptor,1
minor inconsistencies,descriptor,1
memorable,descriptor,1
minor points of attraction,descriptor,1
minor points of focus,descriptor,1
minor points of interest,descriptor,1
minor points of visual detail,descriptor,1
mix of architectural styles,descriptor,1
mix of built and natural environments,descriptor,1
mix of modern and older,descriptor,1
mix of natural and urban elements,descriptor,1
moderate away aspect,descriptor,1
moderate degree of coherence,descriptor,1
moderate fascination score,descriptor,1
mild sense of fascination,descriptor,1
mild sense of escape,descriptor,1
mild sense of discovery,descriptor,1
mild sense of activity,descriptor,1
mental burdens,descriptor,1
mental distance,descriptor,1
mental integration,descriptor,1
mental order,descriptor,1
mental reprieve,descriptor,1
mental shift,descriptor,1
mental stressors,descriptor,1
mentally disconnect,descriptor,1
mentally disengaging,descriptor,1
mentally recharge,descriptor,1
mentally removed,descriptor,1
mentally stepping away,descriptor,1
metal shelving,object,1
meticulous maintenance,descriptor,1
meticulous organization,descriptor,1
meticulously designed,descriptor,1
meticulously planned,descriptor,1
mid-rise buildings,object,1
middle,descriptor,1
mild distraction,descriptor,1
mild exploration,descriptor,1
mild fascination,descriptor,1
mild intrigue,descriptor,1
logical organization,descriptor,1
logical order,descriptor,1
logic,descriptor,1
less likely to draw attention,descriptor,1
leafy canopies,object,1
leafy trees,object,1
leisure activities,object,1
less boring,descriptor,1
less bounded,descriptor,1
less clear,descriptor,1
less cluttered,descriptor,1
less demanding,descriptor,1
less fascinating,descriptor,1
less formal,descriptor,1
less intentionally designed,descriptor,1
less monotonous,descriptor,1
lightly used,descriptor,1
less of a refuge,descriptor,1
less orderly,descriptor,1
less perfectly coherent,descriptor,1
less pristine,descriptor,1
less pronounced,descriptor,1
less rigidly organized,descriptor,1
less structured,descriptor,1
less unified,descriptor,1
less varied natural elements,descriptor,1
less-trafficked,descriptor,1
levels,object,1
leaf patterns,object,1
leads into the distance,descriptor,1
leading into the distance,descriptor,1
leading away,descriptor,1
large enough to explore,descriptor,1
large enough to wander,descriptor,1
large expanse,descriptor,1
large green field,object,1
large institutional buildings,object,1
large modern building,object,1
large modern buildings,object,1
large number,descriptor,1
large open area,object,1
large sculpture,object,1
large stadium,object,1
large statue,object,1
large tree,object,1
large trees,object,1
larger complex,descriptor,1
larger context,descriptor,1
larger natural landscape,descriptor,1
larger spaces,descriptor,1
larger than immediate perception,descriptor,1
larger unexplored landscape,descriptor,1
larger urban context,descriptor,1
layered architecture,descriptor,1
lead somewhere,descriptor,1
light traffic,object,1
likely present,descriptor,1
living environment,descriptor,1
linear nature,descriptor,1
limited visual intrigue,descriptor,1
limited visual stimulation,descriptor,1
limited visual variety,descriptor,1
limiting 'being away' aspect,descriptor,1
limiting boundaries,descriptor,1
limiting potential,descriptor,1
limitless movement,descriptor,1
limitlessly large,descriptor,1
limits novelty,descriptor,1
line of trees,object,1
linear fashion,descriptor,1
linear organization,descriptor,1
limit fascination,descriptor,1
linear path,descriptor,1
linear path,object,1
linear progression,descriptor,1
linearity,descriptor,1
lined trees,object,1
lines of sight,object,1
litter,object,1
little inherent visual interest,descriptor,1
little to capture or hold attention,descriptor,1
little visual intrigue,descriptor,1
little visual novelty,descriptor,1
limited visual extent,descriptor,1
limited visible features,descriptor,1
limited visible extent,descriptor,1
limited unique elements,descriptor,1
limit of fascination,descriptor,1
limit the feeling of boundless exploration,descriptor,1
limit the sense of vastness,descriptor,1
limited branching paths,descriptor,1
limited capacity,descriptor,1
limited captivating potential,descriptor,1
limited direction,descriptor,1
limited directions,descriptor,1
limited distinctive features,descriptor,1
limited exploration potential,descriptor,1
limited extent,descriptor,1
limited feeling,descriptor,1
limited feeling of complete escape,descriptor,1
limited feeling of extensive exploration possibilities,descriptor,1
limited movement,descriptor,1
limited number of visible people,descriptor,1
limited pedestrian activity,descriptor,1
limited perceived scope,descriptor,1
limited perception,descriptor,1
limited possibilities for exploration,descriptor,1
limited possibility for exploration,descriptor,1
limited presence,descriptor,1
limited seclusion,descriptor,1
modest level of captivation,descriptor,1
