image_path,text
.\image\201708_120.2712551_31.48426674.png,"This image could taken in Summer. The street view captures a spacious urban area with a neatly planned layout. Two roads diverge, flanked by green lawns and well-maintained sidewalks lined with trees. Prominent buildings are visible: one modern and cylindrical with red banners, and another rectangular with a symmetrical facade. A sign with ""I ♥️ U"" adds charm to the green space. The scene feels open, with light traffic and clear weather under a mostly cloudy sky. It conveys a calm atmosphere, possibly near an institutional campus or public park. The restorative indicator scores are:
- Being-away: 0.46626
- Coherence: 0.47601
- Scope: 0.49155
- Fascination: 0.35095
- Average Score: 0.44619"
.\image\201708_120.2708125_31.48372994.png,"This image could taken in Summer. This street view image shows a serene urban environment with symmetrical roads flanked by lush green trees. The left side features a long, straight road with road markings and a bus stop, while the right side includes an open park with neatly maintained grass and trees. A few modern buildings are visible in the background, and streetlights line the roads. The scene is peaceful, with minimal human presence and sparse traffic, indicating a quiet time of day. The foreground captures the top of a vehicle, suggesting the perspective is from a moving car, possibly involving street mapping. The restorative indicator scores are:
- Being-away: 0.28138
- Coherence: 0.62818
- Scope: 0.58074
- Fascination: 0.16822
- Average Score: 0.41463"
.\image\201708_120.2711162_31.47776955.png,"This image could taken in Summer. This street view showcases a quiet, tree-lined road with symmetrical greenery on both sides. On the left, a small waterway runs parallel to the road, surrounded by trees and foliage. To the right, a modern gray-and-white building with large windows and multiple air-conditioning units is visible, alongside more trees and landscaped greenery. The road, likely in an urban or suburban area, appears clean and lightly trafficked, with a parked vehicle visible in the distance. The ambiance is serene, combining natural greenery with an organized urban environment. The overcast sky adds a neutral tone to the scene. The restorative indicator scores are:
- Being-away: 0.38248
- Coherence: 0.47601
- Scope: 0.14705
- Fascination: 0.16864
- Average Score: 0.29355"
.\image\201708_120.2714563_31.48988277.png,"This image could taken in Summer. The image shows a spacious street view in an urban or industrial area, flanked by trees and buildings. On the left are white buildings with large windows, and to the right, there is a black vehicle parked near a tree-lined pathway. A group of parked cars is visible near the green trees in the middle and on both sides. The road has a clean, paved surface, and the area appears calm with an open central space. In the background, mid-rise residential or commercial buildings can be seen under a partly cloudy sky. The scene has a serene and organized atmosphere. The restorative indicator scores are:
- Being-away: 0.12248
- Coherence: 0.38732
- Scope: 0.83120
- Fascination: 0.16919
- Average Score: 0.37755"
.\image\201708_120.271812_31.48121556.png,"This image could taken in Summer. The image showcases a clean, organized street scene in an urban area. On the left, a silver car is parked near small trees and shrubs lining the curb. The road is paved and bordered by sidewalks with red and gray tiles. Midframe, there is greenery, including trees neatly planted alongside buildings. The right side features a modern multi-story building with large windows and a red sign at the entrance, flanked by landscaped vegetation. Visible traffic calming measures include speed bumps, while the surrounding atmosphere suggests a campus or institutional environment. Soft clouds fill the sky, reflecting a calm day. The restorative indicator scores are:
- Being-away: 0.12224
- Coherence: 0.10345
- Scope: 0.14737
- Fascination: 0.16882
- Average Score: 0.13547"
.\image\201708_120.2716715_31.48866626.png,"This image could taken in Summer. This panoramic street view image showcases a quiet urban environment with a dual-pathway layout intersecting a lush, tree-lined area. On the left is an open sports field with a wire fence, while a white building with stairs flanks the far side. To the right is another building, partially visible, with a canopy and entrance. Red bicycles are parked near the pathways, and scattered cars are parked further along. The area appears clean and well-maintained, surrounded by greenery, with taller structures visible in the background, suggesting it is part of a park, campus, or sports complex. The atmosphere feels serene. The restorative indicator scores are:
- Being-away: 0.38341
- Coherence: 0.22155
- Scope: 0.14687
- Fascination: 0.47630
- Average Score: 0.30703"
.\image\201708_120.2720951_31.47988527.png,"This image could taken in Summer. This image shows a calm, tree-lined street in an urban area. The road forks into two directions, bordered by neatly arranged greenery and sidewalks. On the left, there’s a modern multi-story building in the distance, and on the right, a larger building with a simple architectural design is situated nearby. The street is quiet with no vehicles or pedestrians visible, creating a serene atmosphere. The area appears clean and landscaped, with streetlights dotting the road and trees enhancing the setting's natural beauty. The overcast sky adds a soft, muted ambiance to the scene. The restorative indicator scores are:
- Being-away: 0.28122
- Coherence: 0.22078
- Scope: 0.31955
- Fascination: 0.35061
- Average Score: 0.29304"
.\image\201708_120.2718394_31.47842041.png,"This image could taken in Summer. This street view shows a quiet urban scene with two tree-lined roads converging near a patch of greenery. Both sides are flanked by weeping willows, shading a small water canal. On the right, modern mid-rise residential or institutional buildings with balconies are partially visible. A few street lamps line the road, and a white vehicle hood is visible in the bottom foreground, suggesting it’s captured from a car. The atmosphere appears calm, with scattered fallen leaves, indicating an early autumn or late summer setting. Both nature and architecture are balanced in this serene urban environment. The restorative indicator scores are:
- Being-away: 0.28132
- Coherence: 0.62894
- Scope: 0.14787
- Fascination: 0.16923
- Average Score: 0.30684"
.\image\201708_120.2723125_31.48633075.png,"This image could taken in Summer. The street view image showcases a serene, tree-lined road flanked by greenery on both sides. On the left, there's a small lake bordered by neatly trimmed bushes and weeping willows, while tall buildings appear in the distant background. To the right, dense trees provide shade and lead to a cobblestone path. Street lamps line the road, and a vehicle's roof is partially visible in the foreground. The overall atmosphere is peaceful and well-maintained, with the urban skyline contrasting the natural surroundings. The clear sky adds brightness to the scene, blending urban and natural elements harmoniously. The restorative indicator scores are:
- Being-away: 0.55417
- Coherence: 0.38680
- Scope: 0.14905
- Fascination: 0.47642
- Average Score: 0.39161"
.\image\201708_120.2721417_31.48086944.png,"This image could taken in Summer. The image depicts a quiet, tree-lined street with minimal traffic or pedestrians. The road has wide sidewalks bordered by shrubbery and green-leafed trees on both sides, providing a fresh and natural atmosphere. Parking spaces made of brick paving are visible on the right and left, though unoccupied. A large, modern building with a textured facade is partially obscured by trees on the left. The sky is overcast, creating mild lighting and a tranquil ambience. The camera appears to be mounted on a vehicle, as part of its top is visible in the foreground. The restorative indicator scores are:
- Being-away: 0.46594
- Coherence: 0.29562
- Scope: 0.14856
- Fascination: 0.16977
- Average Score: 0.26997"
.\image\201708_120.272525_31.48900223.png,"This image could taken in Summer. This street view image shows a tree-lined road with vegetation on both sides. To the left, there's a grassy area with tall trees and shrubs, while a fenced sports field with green turf is visible on the right. Beyond the fence, a white building can be seen in the background. The road is divided by two car lanes, each bordered by brick sidewalks and low curbs. The atmosphere is peaceful, with minimal traffic—only a few vehicles and a scooter in the distance. The sky above is slightly overcast, softening the lighting in the otherwise serene setting. The restorative indicator scores are:
- Being-away: 0.46686
- Coherence: 0.55530
- Scope: 0.14953
- Fascination: 0.16940
- Average Score: 0.33527"
